"caseid" "gender" "race" "c1rrscal" "c1rrtsco" "c1rmscal" "c1rmtsco" "c1rgscal" "c1rgtsco" "c1fmotor" "c1gmotor" "c2rrscal" "c2rrtsco" "c2rmscal" "c2rmtsco" "c2rgscal" "c2rgtsco" "c3rrscal" "c3rrtsco" "c3rmscal" "c3rmtsco" "c3rgscal" "c3rgtsco" "c4rrscal" "c4rrtsco" "c4rmscal" "c4rmtsco" "c4rgscal" "c4rgtsco" "p1learn" "p1contro" "p1social" "t1learn" "t1contro" "t1interp" "t1extern" "t1intern" "p1center" "p1disabl" "p1htotal" "p1hfamil" "p1firkdg" "p1hrsprk" "wkmomed" "wkdaded" "wklangst" "wksesl" "wksesq5" "s2kpupri" "p1count" "plshare" "p1pencil" "p1still" "p1letter" "p1verbal" "p1expect" "p1readbo" "p1tellst" "p1singso" "p1helpar" "p1chores" "p1games" "p1nature" "p1build" "p1sport" "p1chlboo" "p1chsesa" "p2librar" "p2safepl" "p2garbag" "p2drug" "p2burglr" "p2violen" "p2vacant" "p2bktog"
"694" 694 2 1 29 59 22 56 23 52 8 8 32 52 26 51 30 54 34 49 35 53 29 48 51 48 46 53 37 53 3 3.4 3.33 3.33 4 3.5 1 1.5 1 2 4 1 1 23 5 5 2 43 3 1 3 2 2 3 3 2 4 4 4 4 3 4 3 4 2 3 100 1 1 3 3 3 3 3 3 1
"695" 695 1 1 13 36 9 30 15 41 1 5 20 36 15 33 24 48 23 36 16 30 27 47 37 39 38 46 31 46 3.5 3.8 2 2.17 3 2 1 2.25 1 1 5 1 1 45 3 8 2 43 3 1 3 2 2 2 2 2 3 4 4 4 4 4 4 2 4 4 100 2 1 3 3 3 3 3 3 7
"696" 696 1 1 15 40 9 29 15 41 2 4 30 49 16 36 17 38 32 47 18 33 19 37 34 36 21 27 28 43 3 2.4 3.33 2.8 2.33 2.2 2.4 1.75 1 1 4 1 1 9 3 5 2 43 3 1 4 2 3 3 3 3 2 3 2 2 2 4 2 2 2 2 50 1 2 3 3 3 3 3 3 1
"697" 697 1 1 15 41 14 42 17 44 1 3 30 49 24 48 16 36 30 45 23 42 27 47 55 51 48 55 26 40 3.17 3.2 2.67 3 3.75 2.6 1.6 1.25 2 2 4 1 2 40 3 6 1 43 3 1 2 2 2 2 2 2 4 2 3 3 3 4 3 1 3 2 5 1 1 2 3 3 3 3 3 1
"698" 698 1 1 24 53 24 58 25 55 5 8 38 57 32 56 32 56 34 48 41 59 28 48 59 53 54 61 38 54 3.33 3 3.33 2.4 4 3.75 1.2 1.5 1 1 4 1 2 10 3 5 2 43 3 1 3 2 2 3 3 2 3 3 3 2 3 3 2 3 3 2 200 1 2 3 3 3 3 3 3 7
"699" 699 2 1 19 46 18 50 31 61 6 7 29 48 22 45 32 56 35 50 23 42 34 55 62 55 42 50 40 56 2.83 3.4 3.33 3.5 4 4 1 1.25 1 2 4 1 1 26 3 5 2 43 3 2 2 2 2 2 2 2 3 3 3 4 4 4 4 2 2 3 50 1 2 3 3 3 3 3 3 7
"700" 700 1 1 21 50 27 61 26 55 5 7 29 49 31 55 35 60 35 50 38 56 37 58 49 47 50 57 43 61 2.67 2.8 3 4 3.75 4 1 1 1 1 5 1 1 0 5 2 2 43 3 1 3 2 3 2 2 2 3 3 2 4 2 4 3 3 3 3 200 1 2 3 3 3 3 3 3 7
"701" 701 1 1 25 54 24 58 30 60 7 6 35 54 32 56 39 65 48 58 37 56 40 63 71 60 44 52 39 56 3.17 2.8 3.67 2.67 2.25 2.4 2.4 1 1 1 4 1 1 0 5 3 2 43 3 1 3 3 4 3 2 1 5 4 3 4 3 4 4 3 3 3 200 1 1 3 3 3 3 3 3 7
"702" 702 2 1 22 51 28 62 27 57 7 4 29 48 32 56 34 58 32 46 31 50 30 50 60 54 49 56 44 64 2.5 3 2.67 3.33 3.75 3.8 1.2 1.75 1 2 4 1 1 21 3 5 2 43 3 1 2 1 3 2 2 2 3 3 2 2 2 3 2 2 1 2 40 1 2 3 3 3 3 3 3 5
"703" 703 1 2 21 49 19 52 18 45 6 8 36 55 34 58 17 38 38 52 35 54 23 42 57 52 40 48 31 45 4 2.8 3.33 2.83 4 3.6 1 1.75 1 2 5 2 1 60 5 3 2 43 3 1 2 2 2 2 2 2 6 3 3 2 4 4 4 2 2 2 50 1 1 2 1 1 1 1 1 7
"704" 704 2 1 23 52 21 55 21 49 5 7 38 57 28 52 26 49 42 55 39 57 33 53 65 57 44 51 38 55 3.67 2.4 4 3.6 3.75 3.2 1 1.75 1 2 5 1 1 48 5 3 2 43 3 2 3 2 3 3 2 2 5 4 3 4 2 3 3 1 1 3 100 2 2 3 3 3 3 3 3 3
"705" 705 2 1 15 40 18 51 28 58 6 8 28 47 27 51 27 50 33 48 37 55 36 57 49 47 42 49 34 50 3.83 2.4 3.33 3.83 4 3.6 1 1.25 2 1 5 1 1 19 3 5 2 43 3 2 2 1 2 1 2 1 4 3 2 4 3 4 3 1 3 4 200 1 2 3 3 3 3 3 3 7
"706" 706 2 1 24 53 25 59 19 47 9 7 40 58 37 61 31 55 44 56 39 57 37 58 39 40 36 44 34 50 3 3 4 3.83 3.5 3.6 1 1 2 2 5 1 1 0 4 3 2 43 3 1 2 1 1 3 2 1 4 3 2 4 4 4 4 2 3 4 200 1 1 2 3 3 3 3 3 7
"707" 707 1 1 16 42 12 38 23 52 3 4 16 30 16 35 28 52 19 30 17 32 28 47 32 34 37 45 34 50 2.5 2.8 3 2.33 3.25 2.6 1.4 1 2 1 7 1 1 0 3 5 2 43 3 1 3 1 1 1 3 1 3 4 4 3 2 2 3 1 2 4 40 2 1 3 3 3 2 3 3 0
"708" 708 2 2 22 51 20 53 28 58 6 8 35 54 24 48 32 56 37 51 31 49 38 59 56 51 42 49 40 57 2 2.6 2.67 3.17 3 2.8 1.2 1 1 2 3 2 1 20 5 5 2 43 3 1 2 2 2 2 2 2 3 4 4 4 2 4 2 2 4 4 75 1 1 2 2 2 3 3 1 3
"709" 709 2 1 27 57 22 55 25 55 8 8 31 51 21 44 26 49 32 47 33 51 33 53 54 51 47 54 41 58 3.33 3.2 3.33 4 4 4 1 1 1 1 6 1 1 9 3 4 2 43 3 2 1 1 2 1 1 1 4 4 4 3 4 4 3 3 3 4 200 1 2 2 3 3 2 3 3 7
"710" 710 2 1 21 49 16 47 13 38 3 7 29 48 20 43 18 39 35 50 29 48 19 37 46 46 40 48 30 45 2.67 3 3 3 3.5 3.25 1 1.75 1 2 4 1 1 12 3 5 2 43 3 2 3 2 2 2 3 2 5 4 4 4 2 3 3 2 2 2 100 1 1 3 3 3 3 3 3 5
"711" 711 1 1 18 45 19 52 10 31 3 8 26 45 29 53 13 32 31 46 33 51 20 38 45 45 45 53 24 38 3.83 3 4 3 2.25 2.8 2 1.75 1 1 5 1 1 27 5 3 2 43 3 1 2 2 2 2 2 1 4 3 3 4 4 4 3 3 4 4 200 1 2 3 3 3 3 3 3 7
"712" 712 2 1 26 56 16 47 26 56 5 8 35 55 31 55 18 39 33 48 40 58 29 49 53 50 43 50 35 51 3 2.8 3 2.83 2 2.4 2.2 2.25 1 1 4 1 1 15 3 5 2 43 3 1 1 1 2 2 2 2 3 3 3 4 2 4 2 2 2 2 200 1 2 3 3 3 3 3 3 2
"713" 713 2 1 31 61 23 57 18 45 7 8 36 55 26 50 28 51 35 50 35 53 31 52 58 53 40 48 29 44 3.83 3 3.33 3.67 3 3.8 1 1.25 1 1 4 1 1 0 3 5 2 43 3 1 2 2 2 2 2 2 3 4 3 4 3 4 3 2 2 3 100 2 1 3 2 3 2 3 1 2
"714" 714 1 1 22 50 16 47 20 49 6 4 23 41 19 41 27 50 35 49 35 53 31 51 56 51 44 51 35 51 2.83 1.2 2.33 1.67 1.25 1.8 4 3.75 1 1 4 1 1 60 5 3 2 43 3 1 2 1 1 1 1 1 3 2 1 2 2 4 1 2 1 2 10 1 2 3 3 3 3 3 3 4
"715" 715 1 2 22 51 14 43 18 45 3 4 28 47 25 50 30 54 34 49 31 49 37 59 52 49 35 43 43 61 2.5 3.2 3.67 2 3.33 2.75 1 1 2 2 4 1 1 0 4 4 2 43 3 1 2 2 3 2 2 1 5 4 2 4 2 4 3 1 2 4 25 1 2 3 2 3 3 3 3 1
"716" 716 2 1 22 51 21 55 24 53 4 8 34 54 33 57 32 56 38 52 37 55 33 53 68 58 54 60 44 63 2.83 2.6 4 3.33 2.75 2.4 1.6 2.25 1 1 3 2 1 5 3 5 2 43 3 2 3 1 3 2 2 1 5 3 3 3 2 3 2 2 3 2 75 1 1 3 2 3 3 3 3 1
"717" 717 2 1 20 48 19 51 22 51 8 2 29 48 26 51 25 48 30 45 33 51 25 45 54 50 48 55 37 53 3.17 3 3.33 2.67 2.25 3 1.6 1.75 2 2 7 1 1 0 5 3 2 43 3 1 3 2 2 2 2 3 5 3 3 4 4 4 3 3 2 2 50 1 2 3 3 3 3 3 3 7
"718" 718 1 1 24 53 21 54 28 58 7 8 31 51 25 50 32 56 34 49 32 50 35 56 42 43 45 53 37 53 2.83 2.8 3.67 3.5 3.5 3.2 2 1 1 1 4 1 1 16 3 5 2 43 3 1 3 2 3 3 3 2 4 3 3 2 3 3 3 2 2 2 80 2 1 3 3 3 3 3 3 7
"719" 719 1 1 26 56 15 45 17 45 8 3 30 50 22 45 25 48 34 48 21 39 27 46 51 48 34 42 39 55 2.83 3.2 2.67 3.67 4 2.8 1 1.25 1 2 4 2 1 55 5 4 1 43 3 1 3 2 3 2 2 2 4 3 3 3 2 3 3 2 3 2 25 1 1 3 3 3 3 3 3 5
"720" 720 2 1 17 43 14 43 19 47 1 7 24 42 22 45 33 58 27 41 24 42 34 55 36 38 36 43 36 51 2.33 2.8 3 2.67 3.25 3.25 1.6 1.5 2 2 6 1 1 8 6 3 2 43 3 2 3 2 2 3 3 1 4 3 2 3 4 4 2 4 2 4 100 1 2 3 3 3 2 3 3 1
"721" 721 1 1 18 45 28 62 21 50 4 5 25 43 29 53 27 50 33 48 36 54 36 58 50 48 49 56 39 55 3.17 3.2 3.33 3 3.25 3.4 1 1.25 1 2 4 1 1 41 4 3 2 43 3 1 4 2 2 2 3 1 4 4 4 4 2 4 4 2 2 2 100 2 1 3 3 3 3 3 3 7
"722" 722 2 1 25 55 22 56 23 52 6 8 43 60 27 51 29 53 50 59 35 53 33 53 68 58 45 52 35 50 4 3.2 3.67 4 3.75 3.8 1.4 1 1 2 4 1 1 12 5 3 2 43 3 1 3 1 2 1 1 1 4 4 2 4 4 4 4 2 3 4 75 1 2 3 3 3 3 3 3 2
"723" 723 1 2 12 30 12 39 9 29 4 3 19 34 14 32 13 31 20 32 14 26 15 31 31 33 34 42 18 30 1.83 1.6 2.67 2.67 3 2.8 1.2 1.5 1 2 4 1 1 75 5 3 2 43 3 1 3 2 3 2 3 2 4 4 3 4 3 2 3 2 1 4 50 2 1 2 3 2 3 1 3 2
"724" 724 2 1 45 71 35 68 25 55 9 6 71 75 51 72 36 61 77 74 55 70 42 66 85 71 60 70 42 59 3.33 2.6 3.33 3 2.25 2.5 2.6 2.25 1 2 3 2 1 44 5 2 2 43 3 1 2 1 2 2 1 2 3 3 2 1 1 4 2 2 1 2 50 2 2 2 2 2 1 3 1 5
"725" 725 2 1 26 56 30 63 24 53 6 2 50 64 41 64 28 51 52 60 45 62 37 59 62 55 50 57 41 58 3.17 3 3.67 3.83 4 3.5 1 1 1 2 4 5 1 30 5 3 2 43 3 1 3 1 1 1 1 1 6 4 3 4 3 3 2 3 1 3 75 2 1 2 1 3 1 2 3 0
"726" 726 1 1 22 50 26 61 27 57 6 6 33 53 37 60 29 53 23 35 23 42 29 49 74 62 48 55 40 58 3 2.8 3 3.67 3.25 3.5 1.8 1.25 1 2 4 1 1 4 4 2 2 43 3 1 2 2 2 2 2 2 4 3 2 2 3 3 3 2 2 3 60 1 1 3 3 3 3 3 3 2
"727" 727 2 1 15 39 16 46 20 48 5 4 22 39 21 45 24 47 30 45 23 42 26 45 60 54 44 52 39 55 2.17 1.4 2.67 3.33 3.25 3.2 1 2.25 1 2 6 1 1 47 5 3 2 43 3 1 3 2 1 1 1 2 6 3 2 4 3 4 3 1 2 2 20 2 1 3 3 3 3 3 3 2
"728" 728 2 1 20 48 20 53 28 57 7 8 36 56 32 56 32 56 43 55 32 51 32 52 67 58 45 53 41 59 3 2.8 4 3 3.25 3 1 1 1 2 5 1 1 9 3 3 2 43 3 1 2 2 2 2 2 2 6 4 4 4 4 4 2 3 2 4 100 2 1 3 1 1 2 3 2 7
"729" 729 1 1 44 71 28 62 29 59 5 8 52 65 39 62 35 60 70 70 43 60 43 66 75 63 56 63 42 60 3.5 2.6 4 3.33 2.75 3 1 1.25 1 2 3 2 1 12 4 3 2 43 3 1 1 2 3 2 2 2 3 2 2 3 3 4 4 3 2 2 100 1 1 3 3 3 3 3 3 0
"730" 730 2 1 19 47 19 52 12 35 6 4 29 48 20 43 23 45 32 47 32 51 31 52 52 49 37 45 31 45 2.5 2.8 2 2.5 3 2.25 1.2 1.33 2 1 5 1 1 28 3 5 2 43 3 1 3 1 2 2 2 2 4 2 2 4 4 3 3 1 2 4 100 1 1 3 3 3 3 3 3 2
"731" 731 2 3 20 49 12 40 14 40 6 7 23 41 18 39 18 40 30 44 24 42 19 37 58 52 41 49 21 34 3.33 3.2 3.67 2.17 3 3 1.4 1.5 1 1 6 1 1 10 3 4 2 43 3 1 3 1 3 1 1 2 3 4 3 4 3 3 2 2 2 3 75 1 1 3 3 3 3 3 3 7
"732" 732 2 1 28 58 30 63 30 60 8 5 35 54 32 56 31 56 37 51 37 55 32 52 64 56 48 55 37 53 3.5 3 4 3.83 3 3.2 2 1.75 1 2 4 1 1 40 4 3 2 43 3 2 3 1 2 2 2 2 3 3 2 3 2 4 3 2 2 2 100 1 2 3 3 3 3 3 3 5
"733" 733 2 1 26 56 21 54 22 50 6 6 32 52 29 53 32 56 47 57 36 54 37 58 72 61 51 58 42 60 3 2.4 3 2.67 2.75 2.6 2 2 1 2 4 1 1 44 4 4 2 43 3 2 3 2 3 2 2 2 3 4 2 3 2 4 4 2 1 3 100 1 1 3 3 3 3 3 3 2
"734" 734 2 1 26 56 19 52 20 49 6 8 41 59 27 51 28 52 44 56 36 54 24 43 62 55 35 43 29 44 3.67 2.8 4 3 3.75 3.8 1.8 1.25 1 2 7 1 1 24 5 3 2 43 3 1 2 2 2 2 2 2 4 4 2 4 2 4 4 2 2 2 200 1 2 3 3 3 3 3 3 7
"735" 735 2 1 23 52 21 54 23 52 7 4 33 52 32 56 24 47 41 54 32 51 30 50 64 56 37 45 36 52 3.67 3.2 4 3 4 3.8 1.8 1.25 1 2 7 1 1 24 5 3 2 43 3 1 2 2 2 2 2 2 4 4 2 4 2 4 4 3 2 2 200 1 2 3 3 3 3 3 3 7
"736" 736 1 1 20 48 12 38 19 47 3 6 21 38 20 42 26 49 39 53 26 45 30 50 55 51 36 44 36 51 2.67 2.8 4 3 3 3 1.8 1.25 2 1 5 1 1 45 4 4 2 43 3 2 3 2 2 2 2 2 2 4 3 3 3 4 2 4 4 3 30 2 1 3 3 3 3 3 3 7
"737" 737 1 2 32 62 23 57 24 53 6 6 38 57 28 52 28 51 59 64 38 56 37 59 76 63 48 55 46 67 3.83 2.8 3.33 3.83 2.67 3.5 1.4 1 1 2 5 1 1 40 3 5 2 43 3 1 2 2 3 2 2 2 4 2 3 2 2 3 3 2 2 1 50 1 2 2 3 3 3 3 3 2
"738" 738 2 2 21 50 20 53 16 43 5 5 30 50 25 49 19 40 36 50 36 54 28 47 50 48 42 50 29 43 2.83 3 3.33 2.33 2.25 2.2 2.2 2 1 2 3 2 1 40 5 3 2 43 3 2 1 2 2 2 2 2 6 3 3 2 4 3 2 2 2 2 40 1 1 3 3 3 3 3 3 2
"739" 739 2 1 21 50 20 52 18 46 6 8 34 54 23 47 24 47 40 54 36 54 29 49 60 54 42 49 36 52 3.17 2.8 3.67 3.17 3.75 2.75 1 1 1 2 4 1 1 8 3 4 2 43 3 1 2 2 2 2 1 2 4 4 3 3 2 4 3 2 2 3 75 1 2 3 3 3 3 3 3 5
"740" 740 1 3 24 53 27 61 29 58 8 7 36 55 44 67 35 59 41 54 41 59 41 64 68 58 50 57 44 64 2.67 2.8 3.67 3 2.5 2.8 2 1.33 1 2 3 2 1 55 2 2 2 43 3 1 3 2 2 3 3 2 3 3 2 2 3 2 3 2 3 3 125 2 2 2 3 3 3 3 3 1
"741" 741 2 1 25 54 19 52 23 52 7 4 39 57 37 60 28 52 39 53 35 53 37 58 68 58 49 56 43 61 3.33 2.4 3.67 3.67 2.75 2.6 2 1.75 1 2 5 1 1 12 3 3 2 43 3 1 3 3 2 3 2 2 3 3 2 2 2 1 2 2 3 2 100 2 1 3 3 3 3 3 3 7
"742" 742 2 1 17 43 16 46 20 48 6 8 37 56 25 49 27 50 34 49 37 55 35 56 63 55 44 52 33 48 3.67 2 3.33 2.33 3 2.8 1.6 2.5 1 2 4 1 1 12 5 3 2 43 3 1 2 1 1 1 2 1 3 3 2 2 2 2 2 3 2 3 100 1 1 3 3 3 3 3 3 4
"743" 743 2 1 21 50 18 49 24 53 3 8 30 50 22 46 19 40 37 51 28 46 32 53 61 54 41 49 32 47 3.17 3.6 3.67 3 3.5 3.5 1 2 1 2 4 1 1 9 4 3 2 43 3 1 1 2 1 1 1 3 4 2 1 2 1 2 2 1 1 2 30 1 2 3 3 3 3 3 3 1
"744" 744 2 1 28 58 24 58 25 54 2 7 46 62 39 63 30 54 65 67 49 65 37 59 71 60 55 61 40 57 3.33 3 3.67 3 2.75 4 2.2 1.25 1 1 5 1 1 0 5 5 2 43 3 1 2 1 2 2 1 1 4 3 2 4 2 4 3 1 2 3 100 2 2 3 3 3 3 3 3 2
"745" 745 1 7 13 34 18 50 26 55 5 8 32 51 26 50 30 54 35 50 32 51 32 52 49 47 45 53 32 47 3.67 2.8 4 2.17 1.75 1.8 4 1 1 1 3 2 1 48 5 3 2 43 3 1 2 1 1 2 1 2 4 3 2 4 3 4 2 4 2 3 30 2 2 3 3 2 2 3 2 2
"746" 746 2 3 15 40 13 40 25 55 7 8 34 54 26 50 30 54 26 40 27 46 28 47 46 45 46 53 33 49 2.5 2.8 3.33 2.67 3.33 3.2 1.4 2.33 1 2 4 1 1 60 3 3 2 43 3 1 2 2 2 2 2 2 4 3 3 2 3 2 3 2 3 3 25 2 2 3 3 3 3 3 3 7
"747" 747 1 7 12 32 9 30 9 29 8 5 21 38 16 36 12 29 20 32 16 30 13 28 30 32 27 34 20 33 3 2.8 3.67 2.33 3 2.6 1.8 1.75 1 1 5 1 1 100 6 3 2 43 3 1 2 2 2 3 2 2 4 2 2 4 3 3 3 3 4 4 2 1 1 2 3 3 3 3 3 7
"748" 748 1 7 13 34 12 38 19 46 8 8 25 43 22 45 22 44 24 37 22 39 26 45 43 43 48 55 33 48 3 2.6 3.67 2.67 2.5 2.2 1.8 1.25 1 1 5 3 1 20 3 6 2 43 3 1 3 2 2 2 2 2 3 4 4 2 4 4 4 4 2 4 12 1 2 3 3 3 3 3 3 7
"749" 749 2 1 21 49 17 48 31 62 6 5 28 47 31 54 37 63 48 58 34 53 42 65 65 57 50 57 42 60 3.33 2.6 4 3.33 2.75 3 2.4 1.33 2 2 4 1 1 0 5 3 2 43 3 1 2 1 1 1 1 1 4 3 1 3 2 4 2 1 2 1 30 1 2 3 3 3 3 3 3 0
"750" 750 1 1 21 50 21 54 12 36 4 8 27 46 19 42 20 42 32 47 29 47 28 47 53 50 26 33 23 36 2.5 2.8 3.33 2.17 2.5 2.25 2.2 2 1 2 4 1 1 48 3 3 2 43 3 1 3 2 2 2 3 2 4 3 3 4 1 2 3 1 1 1 75 2 2 3 3 3 3 3 3 0
"751" 751 1 1 21 49 22 55 25 54 7 3 26 44 31 55 37 62 39 53 34 53 40 62 76 63 40 48 41 59 3.5 2.2 3.67 2.83 2.25 2.4 3.2 2 1 2 3 2 1 48 5 3 2 43 3 1 3 2 2 2 3 2 4 4 3 3 1 2 3 1 4 2 40 1 2 2 3 3 3 3 3 0
"752" 752 1 1 23 52 18 50 23 52 6 8 42 59 32 56 29 53 47 58 31 49 36 57 75 62 54 61 40 57 4 3.2 4 3.33 3.5 3.4 1.2 1.75 1 2 5 1 1 9 5 3 2 43 3 1 2 2 2 2 2 2 3 4 3 3 4 4 3 2 4 4 100 1 1 3 3 3 3 3 3 7
"753" 753 1 1 27 57 25 59 30 60 8 8 46 61 41 64 36 61 70 70 43 60 42 65 82 68 57 65 43 62 3.5 3 4 3.33 3.25 3.4 1.4 1.25 2 2 6 1 1 10 5 3 2 43 3 1 2 1 1 1 2 1 3 2 2 3 1 4 1 3 3 4 75 2 1 3 3 3 3 3 3 7
"754" 754 1 1 30 60 25 59 28 57 9 6 33 53 31 55 34 59 35 50 38 56 35 56 51 49 43 50 39 56 2.67 2.8 3.33 3.6 3.5 3.4 1.8 1.5 1 2 8 1 2 80 5 5 2 43 3 1 2 2 2 2 2 2 3 4 4 4 4 4 4 4 4 4 30 1 2 2 2 2 2 3 3 7
"755" 755 2 2 21 50 22 56 12 37 9 8 27 46 23 47 18 39 32 47 26 45 24 43 57 52 47 55 28 43 3.5 2 2.67 3.17 2.25 2.6 2 1.5 1 2 7 1 1 80 5 3 2 43 3 1 2 2 2 2 2 2 4 2 2 2 2 2 2 2 3 2 20 1 1 3 3 3 3 3 3 1
"756" 756 1 5 20 48 16 47 19 46 8 7 34 54 45 68 26 49 37 51 44 61 26 46 64 56 51 58 37 54 2.5 2.4 2.33 3.17 4 3.8 1 1 2 2 6 1 1 0 3 6 1 43 3 1 2 2 2 2 2 1 5 4 2 1 3 4 3 1 4 2 10 2 1 2 3 3 2 3 2 2
"757" 757 2 1 29 59 20 52 30 60 9 8 62 70 44 67 39 64 66 68 34 52 38 59 77 64 50 57 41 59 2.83 3 3 3.83 3.5 3 1.6 1 1 2 4 1 1 40 5 3 2 43 3 1 2 2 2 2 3 2 3 4 2 2 4 3 3 2 2 3 200 1 1 3 3 3 3 3 3 7
"758" 758 2 1 26 56 19 52 14 39 8 8 43 60 32 56 24 47 46 57 31 50 27 46 67 58 42 50 32 47 3.17 3.6 3.33 2.5 2.5 2 1 1.25 1 2 3 2 1 20 3 5 2 43 3 2 1 1 1 1 1 1 4 3 4 4 3 4 2 1 1 3 30 2 2 3 3 3 3 3 3 0
"759" 759 1 1 16 41 13 41 13 38 5 8 29 48 33 57 16 36 31 46 37 55 23 42 51 49 56 63 37 53 3 3 3.67 2.17 3.25 2.6 1.8 1.5 1 2 3 2 1 48 4 3 2 43 3 2 2 1 3 2 2 1 2 4 2 4 2 4 4 3 2 4 50 1 1 3 3 3 3 3 3 5
"760" 760 1 2 28 59 28 62 29 59 5 8 37 56 36 60 18 39 43 56 49 65 25 44 56 52 50 57 32 48 3.17 3 3.33 3.83 3.67 3.2 1.2 1 1 2 3 2 1 0 3 5 2 43 3 1 2 2 2 2 2 2 6 4 2 3 2 4 4 1 2 3 15 1 1 2 3 3 3 3 3 0
"761" 761 1 1 42 70 45 77 29 59 8 7 70 74 53 74 33 58 71 70 54 69 38 59 78 64 60 69 40 57 3.5 3 3 3.5 2.5 2.8 1.8 1.25 1 1 3 2 1 45 4 4 2 43 3 2 1 1 1 1 1 1 4 2 1 2 2 3 3 3 2 2 75 2 1 2 3 3 3 3 3 2
"762" 762 2 1 22 51 24 58 22 51 7 2 45 61 33 57 27 51 54 61 32 50 24 43 72 61 47 54 29 44 3.67 2.6 3 3.17 4 3.75 1.4 1.75 1 2 3 2 1 40 2 2 2 43 3 2 1 1 1 1 1 1 4 4 1 4 3 4 2 4 2 2 120 2 2 2 3 3 3 3 3 7
"763" 763 1 1 19 47 16 47 23 52 6 6 26 45 23 47 29 53 32 47 37 55 21 40 58 52 42 49 36 52 2.5 2.8 2.67 2 2 2 3.6 2.75 1 1 4 5 1 40 3 5 2 43 3 2 2 1 2 3 2 3 4 4 2 3 3 2 4 2 2 3 30 2 1 2 3 3 3 3 3 2
"764" 764 1 8 16 42 24 58 22 51 7 8 32 51 28 52 34 58 40 53 39 57 31 51 55 51 48 56 38 54 3 2.8 3.67 3.67 4 3.6 1.4 1.5 1 2 4 1 1 25 5 3 2 43 3 1 3 2 3 2 4 2 5 3 3 4 3 4 3 2 2 4 50 1 2 3 3 3 3 3 3 2
"765" 765 1 8 27 57 16 46 40 72 9 8 28 47 22 46 39 65 34 49 32 51 42 66 41 42 33 40 43 62 2.67 2.4 3 2.33 2.75 2.4 1.8 1.75 1 2 4 1 2 36 5 3 2 43 3 1 3 2 2 3 2 2 3 2 3 3 2 3 2 3 3 2 30 1 1 3 2 2 1 3 3 4
"766" 766 1 2 28 58 23 57 30 60 6 8 40 58 36 60 34 59 42 55 45 62 37 58 72 61 48 55 43 62 2.5 3 2.33 4 4 3.6 1 1 1 2 3 2 1 14 3 5 2 43 3 1 2 2 2 2 2 2 3 2 4 3 2 4 3 1 2 4 4 2 2 2 3 3 3 3 3 2
"767" 767 2 1 14 38 17 49 22 51 7 8 22 40 23 46 22 44 26 40 31 49 30 50 59 53 38 46 37 53 2.67 2.6 2.67 2.83 3 2.8 1.4 1 1 2 2 4 1 16 2 6 2 43 3 1 3 1 3 2 3 1 4 4 2 4 3 4 3 3 1 3 200 2 2 2 3 3 3 3 3 1
"768" 768 1 1 30 60 22 56 27 57 7 8 51 64 37 60 30 54 66 68 38 56 35 56 80 66 49 56 40 57 3.83 3.4 4 3 3.5 3.6 1 1 1 2 5 1 1 21 3 5 2 43 3 1 3 1 1 1 3 1 5 4 4 4 3 2 4 2 3 2 50 2 1 3 3 3 3 3 3 1
"769" 769 2 1 23 52 20 52 23 52 5 6 42 60 30 54 28 51 51 60 35 54 33 54 61 54 47 54 40 56 3 2.8 4 2.5 2.67 2.25 1.4 1 1 1 4 1 1 40 3 5 2 43 3 1 3 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 50 2 2 3 3 2 3 3 3 2
"770" 770 2 1 38 67 35 69 34 65 6 8 58 68 52 73 39 65 66 68 49 65 43 67 80 66 58 66 43 61 3.17 3.2 3.67 3.5 3 3.4 1 1 1 2 3 2 1 21 5 3 2 43 3 2 2 1 1 2 3 2 4 4 3 2 2 4 3 2 2 2 100 2 1 3 3 3 3 3 3 7
"771" 771 2 1 28 58 25 59 18 45 6 5 45 61 38 62 32 56 50 59 34 52 28 47 58 53 47 54 37 53 3.33 2.8 3.33 3.83 4 3.4 1.4 1 1 2 5 1 1 40 5 3 2 43 3 1 3 1 2 1 1 1 4 3 2 3 2 4 3 2 1 2 100 2 1 3 3 3 3 3 3 5
"772" 772 1 1 21 49 15 45 18 46 7 2 32 51 32 55 31 55 37 51 37 55 29 48 52 49 41 49 38 55 3.67 3.4 2.67 2.17 3.25 3 1.6 1 1 2 4 1 1 15 4 3 2 43 3 1 2 2 2 2 2 3 3 2 2 4 2 4 3 2 3 3 100 1 1 3 3 3 3 3 3 7
"773" 773 2 2 22 51 20 52 21 49 2 8 30 50 30 54 26 49 30 45 28 46 23 42 35 37 33 41 31 46 3.17 3.4 4 2.83 3 3.2 2 2 1 2 4 1 1 18 5 4 2 43 3 2 2 2 1 2 1 1 5 3 2 4 2 4 2 2 2 4 40 2 2 2 3 3 3 3 3 2
"774" 774 2 2 13 35 14 42 17 44 6 8 22 39 22 46 22 45 25 38 22 41 27 46 42 43 36 44 31 46 3.67 3 4 2 2.5 2.4 2 1 1 2 5 1 1 40 5 5 2 43 3 1 2 2 2 3 2 2 6 4 4 4 4 4 4 4 4 4 40 1 1 2 3 3 3 3 3 7
